state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
WI	1985	USGS	55	061	20.19	7.56	0.00	7.56	0.85	0.00	0.85	0.00	0.00	0.00	0.85	0.23	0.85	112.43	0.00	0.00	0.00	0.00	0.00	0.14	0.14	0.03	12.63	0.63	0.00	0.63	49.88	7.56	0.33	43.65	0.96	0.10	0.08	0.00	0.08	0.00	0.00	0.00	0.08	0.00	0.08	0.00	0.15	0.23	0.04	0.00	0.04	0.00	0.00	0.01	506.09	0.00	506.09	506.10	506.10	0.00	506.10	5.01	0.00	5.01	3131.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	506.09	0.00	506.09	506.10	506.10	0.00	506.10	5.01	0.00	5.01	3131.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	0.05	1.35	1.08	0.00	0.00	0.00	0.00	1.30	0.05	1.35	1.08	0.03	0.00	0.00	0.03	0.12	0.00	0.12	0.00	0.03	0.00	0.00	0.00	0.00	4.00	0.00	4.00	1.73	0.00	0.00	0.00	0.00	2.90	0.00	2.90	506.14	0.00	506.14	509.04	0.00	509.04	0.00	6.29	0.00	6.29	0.00
WI	1985	USGS	55	063	96.63	66.24	0.00	66.24	19.58	0.00	19.58	0.00	0.00	0.00	19.58	4.88	19.58	295.59	0.00	0.00	0.18	0.00	0.18	3.67	3.85	0.77	30.39	1.60	0.00	1.60	52.65	66.24	4.48	67.63	6.08	0.61	1.07	0.00	1.07	0.00	0.00	0.00	1.07	0.00	1.07	0.00	6.55	7.62	1.52	0.00	1.52	0.00	0.00	0.13	26.71	0.00	26.71	26.84	26.84	0.00	26.84	0.27	0.00	0.27	36.88	0.00	0.00	0.13	26.71	0.00	26.71	26.84	26.84	0.00	26.84	0.27	0.00	0.27	36.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.03	2.78	2.22	0.00	0.00	0.00	0.00	2.75	0.03	2.78	2.22	0.16	0.00	0.00	0.16	0.90	0.00	0.90	0.00	0.19	0.00	0.00	0.00	0.00	9.00	3.00	12.00	13.90	0.00	0.00	0.00	0.00	25.47	0.00	25.47	26.74	0.00	26.74	52.21	0.00	52.21	0.00	5.58	0.00	5.58	0.00
WI	1985	USGS	55	065	17.43	8.05	0.00	8.05	1.16	0.00	1.16	0.00	0.00	0.00	1.16	0.56	1.16	144.10	0.00	0.00	0.00	0.00	0.00	0.12	0.12	0.02	9.38	0.47	0.00	0.47	50.11	8.05	0.36	44.72	0.83	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.12	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.97	0.07	2.04	1.63	0.00	0.00	0.00	0.00	1.97	0.07	2.04	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	6.00	0.85	0.00	0.00	0.00	0.00	3.60	0.00	3.60	0.07	0.00	0.07	3.67	0.00	3.67	0.00	1.75	0.00	1.75	0.00
WI	1985	USGS	55	067	20.32	9.53	0.00	9.53	1.36	0.00	1.36	0.00	0.00	0.00	1.36	0.59	1.36	142.71	0.00	0.00	0.84	0.00	0.84	0.18	1.02	0.20	10.79	0.54	0.00	0.54	50.05	9.53	0.38	39.87	0.92	0.09	0.00	0.00	0.00	2.39	0.00	2.39	2.39	0.00	2.39	0.00	0.21	2.60	0.26	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.02	0.49	0.39	0.00	0.00	0.00	0.00	0.47	0.02	0.49	0.39	1.24	0.04	0.00	1.28	7.48	0.00	7.48	0.00	1.24	0.00	0.00	0.00	0.00	3.00	0.00	3.00	199.16	0.00	0.00	0.00	0.00	4.45	0.00	4.45	2.45	0.00	2.45	6.90	0.00	6.90	0.00	2.18	0.00	2.18	0.00
WI	1985	USGS	55	069	26.80	13.10	0.00	13.10	1.87	0.00	1.87	0.00	0.00	0.00	1.87	0.51	1.87	142.75	0.00	0.00	0.00	0.00	0.00	0.27	0.27	0.05	13.70	0.68	0.00	0.68	49.64	13.10	0.61	46.56	1.29	0.13	0.00	0.00	0.00	11.24	0.00	11.24	11.24	0.00	11.24	0.00	0.48	11.72	1.22	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.49	0.02	0.51	0.41	0.00	0.00	0.00	0.00	0.49	0.02	0.51	0.41	0.25	0.01	0.00	0.26	2.67	0.00	2.67	0.00	0.26	4562.99	154.40	0.00	0.00	3.00	1.00	4.00	2.49	0.00	0.00	0.00	0.00	3.29	0.00	3.29	11.27	0.00	11.27	14.56	0.00	14.56	0.00	2.07	0.00	2.07	0.00
WI	1985	USGS	55	071	83.13	10.12	45.92	56.04	0.95	8.65	9.60	0.00	0.00	0.00	9.60	-4.46	9.60	171.31	0.00	0.00	0.03	0.00	0.03	4.22	4.25	0.85	27.09	1.38	0.00	1.38	50.94	56.04	5.74	102.43	7.12	0.70	0.37	0.00	0.37	1.63	0.00	1.63	2.00	0.00	2.00	0.00	4.10	6.10	0.61	0.00	0.61	0.00	0.00	0.00	1006.69	0.00	1006.69	1006.69	1006.69	0.00	1006.69	10.07	0.00	10.07	6733.35	0.00	0.00	0.00	45.55	0.00	45.55	45.55	45.55	0.00	45.55	0.46	0.00	0.46	118.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	961.14	0.00	961.14	961.14	961.14	0.00	961.14	9.61	0.00	9.61	6614.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.08	1.99	1.59	0.00	0.00	0.00	0.00	1.91	0.08	1.99	1.59	0.02	0.06	0.00	0.08	0.87	0.00	0.87	0.00	0.08	0.00	0.00	0.00	0.00	13.00	5.00	18.00	35.50	0.00	0.00	0.00	0.00	4.66	0.00	4.66	1017.11	0.00	1017.11	1021.77	0.00	1021.77	0.00	13.90	0.00	13.90	0.00
WI	1985	USGS	55	073	111.94	53.45	0.00	53.45	12.87	0.00	12.87	0.00	0.00	0.00	12.87	2.06	12.87	240.79	0.00	0.00	0.03	0.00	0.03	1.51	1.54	0.31	58.49	2.92	0.00	2.92	49.92	53.45	2.44	45.65	5.36	0.54	0.58	0.00	0.58	26.80	0.00	26.80	27.38	0.00	27.38	0.00	6.86	34.24	3.42	0.00	3.42	0.00	0.00	0.26	88.19	0.00	88.19	88.45	88.45	0.00	88.45	0.88	0.00	0.88	2010.54	0.00	0.00	0.26	88.19	0.00	88.19	88.45	88.45	0.00	88.45	0.88	0.00	0.88	2010.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	0.13	3.25	2.60	0.00	0.00	0.00	0.00	3.12	0.13	3.25	2.60	0.15	0.05	0.00	0.20	4.30	0.00	4.30	0.00	0.20	0.00	0.00	0.00	0.00	15.00	1.00	16.00	9.55	0.00	0.00	0.00	0.00	19.93	0.00	19.93	115.17	0.00	115.17	135.10	0.00	135.10	0.00	7.95	0.00	7.95	0.00
WI	1985	USGS	55	075	40.10	7.23	11.67	18.90	0.98	2.48	3.46	0.00	0.00	0.00	3.46	0.44	3.46	183.07	0.00	0.00	0.00	0.00	0.00	0.34	0.34	0.07	21.20	1.06	0.00	1.06	50.00	18.90	0.96	50.79	2.02	0.20	2.29	0.00	2.29	31.13	0.00	31.13	33.42	0.00	33.42	0.00	1.72	35.14	3.51	0.00	3.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.02	1.66	1.33	0.00	0.00	0.00	0.00	1.64	0.02	1.66	1.33	0.05	0.01	0.00	0.06	1.86	0.00	1.86	0.00	0.06	2222.68	62.10	0.00	0.00	5.00	3.00	8.00	10.08	0.00	0.00	0.00	0.00	6.02	0.00	6.02	33.64	0.00	33.64	39.66	0.00	39.66	0.00	5.17	0.00	5.17	0.00
WI	1985	USGS	55	077	12.58	1.27	0.00	1.27	0.14	0.00	0.14	0.00	0.00	0.00	0.14	0.05	0.14	110.24	0.00	0.00	0.01	0.00	0.01	0.04	0.05	0.01	11.31	0.57	0.00	0.57	50.40	1.27	0.05	39.37	0.62	0.06	0.10	0.00	0.10	0.00	0.00	0.00	0.10	0.00	0.10	0.00	0.00	0.10	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.02	0.43	0.34	0.00	0.00	0.00	0.00	0.41	0.02	0.43	0.34	0.50	0.01	0.00	0.51	3.00	0.00	3.00	0.00	0.51	0.00	0.00	0.00	0.00	3.00	1.00	4.00	0.42	0.00	0.00	0.00	0.00	1.73	0.00	1.73	0.03	0.00	0.03	1.76	0.00	1.76	0.00	0.94	0.00	0.94	0.00
WI	1985	USGS	55	078	3.85	1.25	0.00	1.25	0.08	0.00	0.08	0.00	0.00	0.00	0.08	0.02	0.08	64.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.00	2.60	0.13	0.00	0.13	50.00	1.25	0.05	40.00	0.18	0.01	0.02	0.00	0.02	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.00	0.02	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.24	0.00	0.00	0.00	0.24	0.00	0.24	0.00	0.02	0.00	0.02	0.00
WI	1985	USGS	55	079	964.99	16.87	889.77	906.64	4.23	197.54	201.77	0.00	0.00	0.00	201.77	68.69	201.77	222.55	0.00	0.00	0.38	0.00	0.38	33.03	33.41	13.29	58.35	2.96	0.00	2.96	50.73	906.64	54.07	59.64	57.03	5.70	2.19	0.00	2.19	15.21	0.00	15.21	17.40	0.00	17.40	0.00	45.98	63.38	6.34	0.00	6.34	0.00	0.00	0.00	1779.30	0.00	1779.30	1779.30	1779.30	0.00	1779.30	17.79	0.00	17.79	2768.21	0.00	0.00	0.00	1779.30	0.00	1779.30	1779.30	1779.30	0.00	1779.30	17.79	0.00	17.79	2768.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.06	0.00	0.21	0.22	0.00	0.22	0.00	0.21	0.00	0.00	0.00	0.00	5.00	8.00	13.00	235.32	0.00	0.00	0.00	0.00	9.91	0.00	9.91	1992.11	0.00	1992.11	2002.02	0.00	2002.02	0.00	43.33	0.00	43.33	0.00
WI	1985	USGS	55	081	36.18	16.74	0.00	16.74	3.11	0.00	3.11	0.00	0.00	0.00	3.11	0.75	3.11	185.78	0.00	0.00	0.04	0.00	0.04	0.45	0.49	0.10	19.44	0.97	0.00	0.97	49.90	16.74	0.74	44.21	1.71	0.17	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	1.17	1.18	0.24	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.78	0.06	1.84	1.47	0.00	0.00	0.00	0.00	1.78	0.06	1.84	1.47	0.02	0.02	0.00	0.04	3.04	0.00	3.04	0.00	0.04	0.00	0.00	0.00	0.00	7.00	0.00	7.00	2.76	0.00	0.00	0.00	0.00	5.93	0.00	5.93	0.08	0.00	0.08	6.01	0.00	6.01	0.00	2.02	0.00	2.02	0.00
WI	1985	USGS	55	083	30.29	9.53	0.00	9.53	1.08	0.00	1.08	0.00	0.00	0.00	1.08	0.20	1.08	113.33	0.00	0.00	0.00	0.00	0.00	0.17	0.17	0.03	20.76	1.04	0.00	1.04	50.10	9.53	0.39	40.92	1.43	0.14	0.01	0.00	0.01	5.60	0.00	5.60	5.61	0.00	5.61	0.00	0.32	5.93	0.59	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.13	0.05	1.18	0.94	0.00	0.00	0.00	0.00	1.13	0.05	1.18	0.94	0.39	0.00	0.00	0.39	1.68	0.00	1.68	0.00	0.39	389.08	8.74	0.00	0.00	7.00	1.00	8.00	2.27	0.00	0.00	0.00	0.00	3.65	0.00	3.65	5.65	0.00	5.65	9.30	0.00	9.30	0.00	2.09	0.00	2.09	0.00
WI	1985	USGS	55	085	32.63	10.27	0.00	10.27	2.54	0.00	2.54	0.00	0.00	0.00	2.54	0.95	2.54	247.32	0.00	0.00	0.00	0.00	0.00	0.43	0.43	0.09	22.36	1.13	0.00	1.13	50.54	10.27	0.45	43.82	1.58	0.16	0.00	0.00	0.00	21.01	0.00	21.01	21.01	0.00	21.01	0.00	0.71	21.72	0.22	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.02	0.02	0.02	0.06	0.00	0.08	2.07	0.00	2.07	0.00	0.00	431.74	7.35	0.00	0.00	3.00	0.00	3.00	1.85	0.00	0.00	0.00	0.00	3.71	0.00	3.71	21.07	0.00	21.07	24.78	0.00	24.78	0.00	0.49	0.00	0.49	0.00
WI	1985	USGS	55	087	134.10	36.86	54.00	90.86	4.34	7.44	11.78	0.00	0.00	0.00	11.78	3.50	11.78	129.65	0.00	0.00	0.02	0.00	0.02	1.44	1.46	0.29	43.24	2.06	0.00	2.06	47.64	90.86	4.61	50.74	6.67	0.67	2.01	0.00	2.01	72.08	0.00	72.08	74.09	0.00	74.09	0.00	2.23	76.32	0.76	0.00	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.96	0.08	2.04	1.63	0.00	0.00	0.00	0.00	1.96	0.08	2.04	1.63	0.05	0.00	0.00	0.05	0.25	0.00	0.25	0.00	0.05	9887.66	131.72	0.00	0.00	11.00	0.00	11.00	15.78	0.00	0.00	0.00	0.00	10.44	0.00	10.44	79.60	0.00	79.60	90.04	0.00	90.04	0.00	3.40	0.00	3.40	0.00
WI	1985	USGS	55	089	67.46	25.25	8.84	34.09	4.10	1.10	5.20	0.00	0.00	0.00	5.20	0.96	5.20	152.54	0.00	0.00	0.11	0.00	0.11	0.64	0.75	0.15	33.37	1.68	0.00	1.68	50.34	34.09	1.95	57.20	3.63	0.36	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	1.65	1.66	0.33	0.00	0.33	0.00	0.00	0.01	372.48	0.00	372.48	372.49	372.49	0.00	372.49	3.72	0.00	3.72	928.97	0.00	0.00	0.01	372.48	0.00	372.48	372.49	372.49	0.00	372.49	3.72	0.00	3.72	928.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.01	0.42	0.34	0.00	0.00	0.00	0.00	0.41	0.01	0.42	0.34	0.02	0.04	0.00	0.06	0.22	0.00	0.22	0.00	0.06	0.00	0.00	0.00	0.00	9.00	2.00	11.00	6.74	0.00	0.00	0.00	0.00	6.34	0.00	6.34	373.63	0.00	373.63	379.97	0.00	379.97	0.00	4.96	0.00	4.96	0.00
WI	1985	USGS	55	091	7.51	2.94	0.00	2.94	0.28	0.00	0.28	0.00	0.00	0.00	0.28	0.10	0.28	95.24	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.01	4.57	0.23	0.00	0.23	50.33	2.94	0.12	40.82	0.35	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.02	0.56	0.45	0.00	0.00	0.00	0.00	0.54	0.02	0.56	0.45	0.05	0.00	0.00	0.05	0.10	0.00	0.10	0.00	0.05	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.38	0.00	0.00	0.00	0.00	1.10	0.00	1.10	0.02	0.00	0.02	1.12	0.00	1.12	0.00	0.56	0.00	0.56	0.00
WI	1985	USGS	55	093	32.13	15.96	0.00	15.96	1.75	0.00	1.75	0.00	0.00	0.00	1.75	0.69	1.75	109.65	0.00	0.00	0.00	0.00	0.00	0.41	0.41	0.08	16.17	0.81	0.00	0.81	50.09	15.96	0.65	40.73	1.46	0.15	0.06	0.00	0.06	0.00	0.00	0.00	0.06	0.00	0.06	0.00	0.00	0.06	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.06	1.45	1.15	0.00	0.00	0.00	0.00	1.39	0.06	1.45	1.15	0.04	0.02	0.00	0.06	0.46	0.00	0.46	0.00	0.06	40.72	0.58	0.00	0.00	6.00	1.00	7.00	2.30	0.00	0.00	0.00	0.00	4.05	0.00	4.05	0.08	0.00	0.08	4.13	0.00	4.13	0.00	1.45	0.00	1.45	0.00
WI	1985	USGS	55	095	34.95	11.80	0.00	11.80	2.49	0.00	2.49	0.00	0.00	0.00	2.49	0.45	2.49	211.02	0.00	0.00	0.01	0.00	0.01	0.38	0.39	0.08	23.15	1.16	0.00	1.16	50.11	11.80	0.48	40.68	1.64	0.12	0.19	0.00	0.19	0.00	0.00	0.00	0.19	0.00	0.19	0.00	1.18	1.37	0.27	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.05	1.44	1.15	0.00	0.00	0.00	0.00	1.39	0.05	1.44	1.15	0.06	0.00	0.00	0.06	1.12	0.00	1.12	0.00	0.06	3071.95	172.19	0.00	0.00	9.00	1.00	10.00	1.56	0.00	0.00	0.00	0.00	5.30	0.00	5.30	0.05	0.00	0.05	5.35	0.00	5.35	0.00	1.68	0.00	1.68	0.00
